ioc_type,ioc_value,threat_name,threat_type,severity,confidence,first_seen,last_seen,mitre_attack,tags,source,description
ipv4,91.132.144.59,UNC3886 (Volt Typhoon) — Singapore Telecommunications Espionage Campaign,apt,medium,medium,2026-03-13,2026-03-13,T1003.001|T1003.003|T1005|T1006|T1012|T1016|T1018|T1021.001|T1027.002|T1036|T1046|T1047|T1053.005|T1055.009|T1056.001|T1057|T1059.001|T1059.003|T1059.004|T1068|T1069.002|T1070.001|T1070.004|T1070.007|T1071.001|T1074|T1078.002|T1082|T1083|T1087.001|T1087.002|T1090|T1090.001|T1090.003|T1095|T1105|T1112|T1113|T1133|T1140|T1190|T1222.002|T1505.003|T1518.001|T1546|T1552.004|T1555|T1555.003|T1560.001|T1562.001|T1564.013|T1570|T1571|T1573|T1573.001|T1573.002|T1583.003|T1584.003|T1584.004|T1584.005|T1584.008|T1587.001|T1587.004|T1588.002|T1588.006|T1589|T1589.002|T1590|T1590.004|T1590.006|T1591.004|T1592|T1593|T1594|T1596.005|T1654|T1680,** `apt` `unc3886` `volt-typhoon` `china` `espionage` `telecommunications` `singapore` `zero-day`;unc3886-(volt-typhoon)-—-singapore-telecommunications-espionage-campaign,unc3886-volt-typhoon-singapore-telecom-feb2026,
ipv4,3.224.205.25,UNC3886 (Volt Typhoon) — Singapore Telecommunications Espionage Campaign,apt,medium,medium,2026-03-13,2026-03-13,T1003.001|T1003.003|T1005|T1006|T1012|T1016|T1018|T1021.001|T1027.002|T1036|T1046|T1047|T1053.005|T1055.009|T1056.001|T1057|T1059.001|T1059.003|T1059.004|T1068|T1069.002|T1070.001|T1070.004|T1070.007|T1071.001|T1074|T1078.002|T1082|T1083|T1087.001|T1087.002|T1090|T1090.001|T1090.003|T1095|T1105|T1112|T1113|T1133|T1140|T1190|T1222.002|T1505.003|T1518.001|T1546|T1552.004|T1555|T1555.003|T1560.001|T1562.001|T1564.013|T1570|T1571|T1573|T1573.001|T1573.002|T1583.003|T1584.003|T1584.004|T1584.005|T1584.008|T1587.001|T1587.004|T1588.002|T1588.006|T1589|T1589.002|T1590|T1590.004|T1590.006|T1591.004|T1592|T1593|T1594|T1596.005|T1654|T1680,** `apt` `unc3886` `volt-typhoon` `china` `espionage` `telecommunications` `singapore` `zero-day`;unc3886-(volt-typhoon)-—-singapore-telecommunications-espionage-campaign,unc3886-volt-typhoon-singapore-telecom-feb2026,
ipv4,198.235.24.94,UNC3886 (Volt Typhoon) — Singapore Telecommunications Espionage Campaign,apt,medium,medium,2026-03-13,2026-03-13,T1003.001|T1003.003|T1005|T1006|T1012|T1016|T1018|T1021.001|T1027.002|T1036|T1046|T1047|T1053.005|T1055.009|T1056.001|T1057|T1059.001|T1059.003|T1059.004|T1068|T1069.002|T1070.001|T1070.004|T1070.007|T1071.001|T1074|T1078.002|T1082|T1083|T1087.001|T1087.002|T1090|T1090.001|T1090.003|T1095|T1105|T1112|T1113|T1133|T1140|T1190|T1222.002|T1505.003|T1518.001|T1546|T1552.004|T1555|T1555.003|T1560.001|T1562.001|T1564.013|T1570|T1571|T1573|T1573.001|T1573.002|T1583.003|T1584.003|T1584.004|T1584.005|T1584.008|T1587.001|T1587.004|T1588.002|T1588.006|T1589|T1589.002|T1590|T1590.004|T1590.006|T1591.004|T1592|T1593|T1594|T1596.005|T1654|T1680,** `apt` `unc3886` `volt-typhoon` `china` `espionage` `telecommunications` `singapore` `zero-day`;unc3886-(volt-typhoon)-—-singapore-telecommunications-espionage-campaign,unc3886-volt-typhoon-singapore-telecom-feb2026,
ipv4,103.250.11.84,UNC3886 (Volt Typhoon) — Singapore Telecommunications Espionage Campaign,apt,medium,medium,2026-03-13,2026-03-13,T1003.001|T1003.003|T1005|T1006|T1012|T1016|T1018|T1021.001|T1027.002|T1036|T1046|T1047|T1053.005|T1055.009|T1056.001|T1057|T1059.001|T1059.003|T1059.004|T1068|T1069.002|T1070.001|T1070.004|T1070.007|T1071.001|T1074|T1078.002|T1082|T1083|T1087.001|T1087.002|T1090|T1090.001|T1090.003|T1095|T1105|T1112|T1113|T1133|T1140|T1190|T1222.002|T1505.003|T1518.001|T1546|T1552.004|T1555|T1555.003|T1560.001|T1562.001|T1564.013|T1570|T1571|T1573|T1573.001|T1573.002|T1583.003|T1584.003|T1584.004|T1584.005|T1584.008|T1587.001|T1587.004|T1588.002|T1588.006|T1589|T1589.002|T1590|T1590.004|T1590.006|T1591.004|T1592|T1593|T1594|T1596.005|T1654|T1680,** `apt` `unc3886` `volt-typhoon` `china` `espionage` `telecommunications` `singapore` `zero-day`;unc3886-(volt-typhoon)-—-singapore-telecommunications-espionage-campaign,unc3886-volt-typhoon-singapore-telecom-feb2026,
ipv4,67.195.204.56,UNC3886 (Volt Typhoon) — Singapore Telecommunications Espionage Campaign,apt,medium,medium,2026-03-13,2026-03-13,T1003.001|T1003.003|T1005|T1006|T1012|T1016|T1018|T1021.001|T1027.002|T1036|T1046|T1047|T1053.005|T1055.009|T1056.001|T1057|T1059.001|T1059.003|T1059.004|T1068|T1069.002|T1070.001|T1070.004|T1070.007|T1071.001|T1074|T1078.002|T1082|T1083|T1087.001|T1087.002|T1090|T1090.001|T1090.003|T1095|T1105|T1112|T1113|T1133|T1140|T1190|T1222.002|T1505.003|T1518.001|T1546|T1552.004|T1555|T1555.003|T1560.001|T1562.001|T1564.013|T1570|T1571|T1573|T1573.001|T1573.002|T1583.003|T1584.003|T1584.004|T1584.005|T1584.008|T1587.001|T1587.004|T1588.002|T1588.006|T1589|T1589.002|T1590|T1590.004|T1590.006|T1591.004|T1592|T1593|T1594|T1596.005|T1654|T1680,** `apt` `unc3886` `volt-typhoon` `china` `espionage` `telecommunications` `singapore` `zero-day`;unc3886-(volt-typhoon)-—-singapore-telecommunications-espionage-campaign,unc3886-volt-typhoon-singapore-telecom-feb2026,
domain,pdsguam.biz,UNC3886 (Volt Typhoon) — Singapore Telecommunications Espionage Campaign,apt,medium,medium,2026-03-13,2026-03-13,T1003.001|T1003.003|T1005|T1006|T1012|T1016|T1018|T1021.001|T1027.002|T1036|T1046|T1047|T1053.005|T1055.009|T1056.001|T1057|T1059.001|T1059.003|T1059.004|T1068|T1069.002|T1070.001|T1070.004|T1070.007|T1071.001|T1074|T1078.002|T1082|T1083|T1087.001|T1087.002|T1090|T1090.001|T1090.003|T1095|T1105|T1112|T1113|T1133|T1140|T1190|T1222.002|T1505.003|T1518.001|T1546|T1552.004|T1555|T1555.003|T1560.001|T1562.001|T1564.013|T1570|T1571|T1573|T1573.001|T1573.002|T1583.003|T1584.003|T1584.004|T1584.005|T1584.008|T1587.001|T1587.004|T1588.002|T1588.006|T1589|T1589.002|T1590|T1590.004|T1590.006|T1591.004|T1592|T1593|T1594|T1596.005|T1654|T1680,** `apt` `unc3886` `volt-typhoon` `china` `espionage` `telecommunications` `singapore` `zero-day`;unc3886-(volt-typhoon)-—-singapore-telecommunications-espionage-campaign,unc3886-volt-typhoon-singapore-telecom-feb2026,
url,https://www.csa.gov.sg/alerts-and-advisories/alerts/),UNC3886 (Volt Typhoon) — Singapore Telecommunications Espionage Campaign,apt,medium,medium,2026-03-13,2026-03-13,T1003.001|T1003.003|T1005|T1006|T1012|T1016|T1018|T1021.001|T1027.002|T1036|T1046|T1047|T1053.005|T1055.009|T1056.001|T1057|T1059.001|T1059.003|T1059.004|T1068|T1069.002|T1070.001|T1070.004|T1070.007|T1071.001|T1074|T1078.002|T1082|T1083|T1087.001|T1087.002|T1090|T1090.001|T1090.003|T1095|T1105|T1112|T1113|T1133|T1140|T1190|T1222.002|T1505.003|T1518.001|T1546|T1552.004|T1555|T1555.003|T1560.001|T1562.001|T1564.013|T1570|T1571|T1573|T1573.001|T1573.002|T1583.003|T1584.003|T1584.004|T1584.005|T1584.008|T1587.001|T1587.004|T1588.002|T1588.006|T1589|T1589.002|T1590|T1590.004|T1590.006|T1591.004|T1592|T1593|T1594|T1596.005|T1654|T1680,** `apt` `unc3886` `volt-typhoon` `china` `espionage` `telecommunications` `singapore` `zero-day`;unc3886-(volt-typhoon)-—-singapore-telecommunications-espionage-campaign,unc3886-volt-typhoon-singapore-telecom-feb2026,
url,https://www.cisa.gov/volt-typhoon),UNC3886 (Volt Typhoon) — Singapore Telecommunications Espionage Campaign,apt,medium,medium,2026-03-13,2026-03-13,T1003.001|T1003.003|T1005|T1006|T1012|T1016|T1018|T1021.001|T1027.002|T1036|T1046|T1047|T1053.005|T1055.009|T1056.001|T1057|T1059.001|T1059.003|T1059.004|T1068|T1069.002|T1070.001|T1070.004|T1070.007|T1071.001|T1074|T1078.002|T1082|T1083|T1087.001|T1087.002|T1090|T1090.001|T1090.003|T1095|T1105|T1112|T1113|T1133|T1140|T1190|T1222.002|T1505.003|T1518.001|T1546|T1552.004|T1555|T1555.003|T1560.001|T1562.001|T1564.013|T1570|T1571|T1573|T1573.001|T1573.002|T1583.003|T1584.003|T1584.004|T1584.005|T1584.008|T1587.001|T1587.004|T1588.002|T1588.006|T1589|T1589.002|T1590|T1590.004|T1590.006|T1591.004|T1592|T1593|T1594|T1596.005|T1654|T1680,** `apt` `unc3886` `volt-typhoon` `china` `espionage` `telecommunications` `singapore` `zero-day`;unc3886-(volt-typhoon)-—-singapore-telecommunications-espionage-campaign,unc3886-volt-typhoon-singapore-telecom-feb2026,
url,https://www.cisa.gov/volt-typhoon;,UNC3886 (Volt Typhoon) — Singapore Telecommunications Espionage Campaign,apt,medium,medium,2026-03-13,2026-03-13,T1003.001|T1003.003|T1005|T1006|T1012|T1016|T1018|T1021.001|T1027.002|T1036|T1046|T1047|T1053.005|T1055.009|T1056.001|T1057|T1059.001|T1059.003|T1059.004|T1068|T1069.002|T1070.001|T1070.004|T1070.007|T1071.001|T1074|T1078.002|T1082|T1083|T1087.001|T1087.002|T1090|T1090.001|T1090.003|T1095|T1105|T1112|T1113|T1133|T1140|T1190|T1222.002|T1505.003|T1518.001|T1546|T1552.004|T1555|T1555.003|T1560.001|T1562.001|T1564.013|T1570|T1571|T1573|T1573.001|T1573.002|T1583.003|T1584.003|T1584.004|T1584.005|T1584.008|T1587.001|T1587.004|T1588.002|T1588.006|T1589|T1589.002|T1590|T1590.004|T1590.006|T1591.004|T1592|T1593|T1594|T1596.005|T1654|T1680,** `apt` `unc3886` `volt-typhoon` `china` `espionage` `telecommunications` `singapore` `zero-day`;unc3886-(volt-typhoon)-—-singapore-telecommunications-espionage-campaign,unc3886-volt-typhoon-singapore-telecom-feb2026,
cve,CVE-2024-23113,UNC3886 (Volt Typhoon) — Singapore Telecommunications Espionage Campaign,apt,medium,medium,2026-03-13,2026-03-13,T1003.001|T1003.003|T1005|T1006|T1012|T1016|T1018|T1021.001|T1027.002|T1036|T1046|T1047|T1053.005|T1055.009|T1056.001|T1057|T1059.001|T1059.003|T1059.004|T1068|T1069.002|T1070.001|T1070.004|T1070.007|T1071.001|T1074|T1078.002|T1082|T1083|T1087.001|T1087.002|T1090|T1090.001|T1090.003|T1095|T1105|T1112|T1113|T1133|T1140|T1190|T1222.002|T1505.003|T1518.001|T1546|T1552.004|T1555|T1555.003|T1560.001|T1562.001|T1564.013|T1570|T1571|T1573|T1573.001|T1573.002|T1583.003|T1584.003|T1584.004|T1584.005|T1584.008|T1587.001|T1587.004|T1588.002|T1588.006|T1589|T1589.002|T1590|T1590.004|T1590.006|T1591.004|T1592|T1593|T1594|T1596.005|T1654|T1680,** `apt` `unc3886` `volt-typhoon` `china` `espionage` `telecommunications` `singapore` `zero-day`;unc3886-(volt-typhoon)-—-singapore-telecommunications-espionage-campaign,unc3886-volt-typhoon-singapore-telecom-feb2026,
cve,CVE-2023-34048,UNC3886 (Volt Typhoon) — Singapore Telecommunications Espionage Campaign,apt,medium,medium,2026-03-13,2026-03-13,T1003.001|T1003.003|T1005|T1006|T1012|T1016|T1018|T1021.001|T1027.002|T1036|T1046|T1047|T1053.005|T1055.009|T1056.001|T1057|T1059.001|T1059.003|T1059.004|T1068|T1069.002|T1070.001|T1070.004|T1070.007|T1071.001|T1074|T1078.002|T1082|T1083|T1087.001|T1087.002|T1090|T1090.001|T1090.003|T1095|T1105|T1112|T1113|T1133|T1140|T1190|T1222.002|T1505.003|T1518.001|T1546|T1552.004|T1555|T1555.003|T1560.001|T1562.001|T1564.013|T1570|T1571|T1573|T1573.001|T1573.002|T1583.003|T1584.003|T1584.004|T1584.005|T1584.008|T1587.001|T1587.004|T1588.002|T1588.006|T1589|T1589.002|T1590|T1590.004|T1590.006|T1591.004|T1592|T1593|T1594|T1596.005|T1654|T1680,** `apt` `unc3886` `volt-typhoon` `china` `espionage` `telecommunications` `singapore` `zero-day`;unc3886-(volt-typhoon)-—-singapore-telecommunications-espionage-campaign,unc3886-volt-typhoon-singapore-telecom-feb2026,
cve,CVE-2022-22948,UNC3886 (Volt Typhoon) — Singapore Telecommunications Espionage Campaign,apt,medium,medium,2026-03-13,2026-03-13,T1003.001|T1003.003|T1005|T1006|T1012|T1016|T1018|T1021.001|T1027.002|T1036|T1046|T1047|T1053.005|T1055.009|T1056.001|T1057|T1059.001|T1059.003|T1059.004|T1068|T1069.002|T1070.001|T1070.004|T1070.007|T1071.001|T1074|T1078.002|T1082|T1083|T1087.001|T1087.002|T1090|T1090.001|T1090.003|T1095|T1105|T1112|T1113|T1133|T1140|T1190|T1222.002|T1505.003|T1518.001|T1546|T1552.004|T1555|T1555.003|T1560.001|T1562.001|T1564.013|T1570|T1571|T1573|T1573.001|T1573.002|T1583.003|T1584.003|T1584.004|T1584.005|T1584.008|T1587.001|T1587.004|T1588.002|T1588.006|T1589|T1589.002|T1590|T1590.004|T1590.006|T1591.004|T1592|T1593|T1594|T1596.005|T1654|T1680,** `apt` `unc3886` `volt-typhoon` `china` `espionage` `telecommunications` `singapore` `zero-day`;unc3886-(volt-typhoon)-—-singapore-telecommunications-espionage-campaign,unc3886-volt-typhoon-singapore-telecom-feb2026,
cve,CVE-2023-27997,UNC3886 (Volt Typhoon) — Singapore Telecommunications Espionage Campaign,apt,medium,medium,2026-03-13,2026-03-13,T1003.001|T1003.003|T1005|T1006|T1012|T1016|T1018|T1021.001|T1027.002|T1036|T1046|T1047|T1053.005|T1055.009|T1056.001|T1057|T1059.001|T1059.003|T1059.004|T1068|T1069.002|T1070.001|T1070.004|T1070.007|T1071.001|T1074|T1078.002|T1082|T1083|T1087.001|T1087.002|T1090|T1090.001|T1090.003|T1095|T1105|T1112|T1113|T1133|T1140|T1190|T1222.002|T1505.003|T1518.001|T1546|T1552.004|T1555|T1555.003|T1560.001|T1562.001|T1564.013|T1570|T1571|T1573|T1573.001|T1573.002|T1583.003|T1584.003|T1584.004|T1584.005|T1584.008|T1587.001|T1587.004|T1588.002|T1588.006|T1589|T1589.002|T1590|T1590.004|T1590.006|T1591.004|T1592|T1593|T1594|T1596.005|T1654|T1680,** `apt` `unc3886` `volt-typhoon` `china` `espionage` `telecommunications` `singapore` `zero-day`;unc3886-(volt-typhoon)-—-singapore-telecommunications-espionage-campaign,unc3886-volt-typhoon-singapore-telecom-feb2026,
cve,CVE-2024-22024,UNC3886 (Volt Typhoon) — Singapore Telecommunications Espionage Campaign,apt,medium,medium,2026-03-13,2026-03-13,T1003.001|T1003.003|T1005|T1006|T1012|T1016|T1018|T1021.001|T1027.002|T1036|T1046|T1047|T1053.005|T1055.009|T1056.001|T1057|T1059.001|T1059.003|T1059.004|T1068|T1069.002|T1070.001|T1070.004|T1070.007|T1071.001|T1074|T1078.002|T1082|T1083|T1087.001|T1087.002|T1090|T1090.001|T1090.003|T1095|T1105|T1112|T1113|T1133|T1140|T1190|T1222.002|T1505.003|T1518.001|T1546|T1552.004|T1555|T1555.003|T1560.001|T1562.001|T1564.013|T1570|T1571|T1573|T1573.001|T1573.002|T1583.003|T1584.003|T1584.004|T1584.005|T1584.008|T1587.001|T1587.004|T1588.002|T1588.006|T1589|T1589.002|T1590|T1590.004|T1590.006|T1591.004|T1592|T1593|T1594|T1596.005|T1654|T1680,** `apt` `unc3886` `volt-typhoon` `china` `espionage` `telecommunications` `singapore` `zero-day`;unc3886-(volt-typhoon)-—-singapore-telecommunications-espionage-campaign,unc3886-volt-typhoon-singapore-telecom-feb2026,
cve,CVE-2024-21762,UNC3886 (Volt Typhoon) — Singapore Telecommunications Espionage Campaign,apt,medium,medium,2026-03-13,2026-03-13,T1003.001|T1003.003|T1005|T1006|T1012|T1016|T1018|T1021.001|T1027.002|T1036|T1046|T1047|T1053.005|T1055.009|T1056.001|T1057|T1059.001|T1059.003|T1059.004|T1068|T1069.002|T1070.001|T1070.004|T1070.007|T1071.001|T1074|T1078.002|T1082|T1083|T1087.001|T1087.002|T1090|T1090.001|T1090.003|T1095|T1105|T1112|T1113|T1133|T1140|T1190|T1222.002|T1505.003|T1518.001|T1546|T1552.004|T1555|T1555.003|T1560.001|T1562.001|T1564.013|T1570|T1571|T1573|T1573.001|T1573.002|T1583.003|T1584.003|T1584.004|T1584.005|T1584.008|T1587.001|T1587.004|T1588.002|T1588.006|T1589|T1589.002|T1590|T1590.004|T1590.006|T1591.004|T1592|T1593|T1594|T1596.005|T1654|T1680,** `apt` `unc3886` `volt-typhoon` `china` `espionage` `telecommunications` `singapore` `zero-day`;unc3886-(volt-typhoon)-—-singapore-telecommunications-espionage-campaign,unc3886-volt-typhoon-singapore-telecom-feb2026,
cve,CVE-2024-21887,UNC3886 (Volt Typhoon) — Singapore Telecommunications Espionage Campaign,apt,medium,medium,2026-03-13,2026-03-13,T1003.001|T1003.003|T1005|T1006|T1012|T1016|T1018|T1021.001|T1027.002|T1036|T1046|T1047|T1053.005|T1055.009|T1056.001|T1057|T1059.001|T1059.003|T1059.004|T1068|T1069.002|T1070.001|T1070.004|T1070.007|T1071.001|T1074|T1078.002|T1082|T1083|T1087.001|T1087.002|T1090|T1090.001|T1090.003|T1095|T1105|T1112|T1113|T1133|T1140|T1190|T1222.002|T1505.003|T1518.001|T1546|T1552.004|T1555|T1555.003|T1560.001|T1562.001|T1564.013|T1570|T1571|T1573|T1573.001|T1573.002|T1583.003|T1584.003|T1584.004|T1584.005|T1584.008|T1587.001|T1587.004|T1588.002|T1588.006|T1589|T1589.002|T1590|T1590.004|T1590.006|T1591.004|T1592|T1593|T1594|T1596.005|T1654|T1680,** `apt` `unc3886` `volt-typhoon` `china` `espionage` `telecommunications` `singapore` `zero-day`;unc3886-(volt-typhoon)-—-singapore-telecommunications-espionage-campaign,unc3886-volt-typhoon-singapore-telecom-feb2026,
cve,CVE-2021-40539,UNC3886 (Volt Typhoon) — Singapore Telecommunications Espionage Campaign,apt,medium,medium,2026-03-13,2026-03-13,T1003.001|T1003.003|T1005|T1006|T1012|T1016|T1018|T1021.001|T1027.002|T1036|T1046|T1047|T1053.005|T1055.009|T1056.001|T1057|T1059.001|T1059.003|T1059.004|T1068|T1069.002|T1070.001|T1070.004|T1070.007|T1071.001|T1074|T1078.002|T1082|T1083|T1087.001|T1087.002|T1090|T1090.001|T1090.003|T1095|T1105|T1112|T1113|T1133|T1140|T1190|T1222.002|T1505.003|T1518.001|T1546|T1552.004|T1555|T1555.003|T1560.001|T1562.001|T1564.013|T1570|T1571|T1573|T1573.001|T1573.002|T1583.003|T1584.003|T1584.004|T1584.005|T1584.008|T1587.001|T1587.004|T1588.002|T1588.006|T1589|T1589.002|T1590|T1590.004|T1590.006|T1591.004|T1592|T1593|T1594|T1596.005|T1654|T1680,** `apt` `unc3886` `volt-typhoon` `china` `espionage` `telecommunications` `singapore` `zero-day`;unc3886-(volt-typhoon)-—-singapore-telecommunications-espionage-campaign,unc3886-volt-typhoon-singapore-telecom-feb2026,
cve,CVE-2024-39717,UNC3886 (Volt Typhoon) — Singapore Telecommunications Espionage Campaign,apt,medium,medium,2026-03-13,2026-03-13,T1003.001|T1003.003|T1005|T1006|T1012|T1016|T1018|T1021.001|T1027.002|T1036|T1046|T1047|T1053.005|T1055.009|T1056.001|T1057|T1059.001|T1059.003|T1059.004|T1068|T1069.002|T1070.001|T1070.004|T1070.007|T1071.001|T1074|T1078.002|T1082|T1083|T1087.001|T1087.002|T1090|T1090.001|T1090.003|T1095|T1105|T1112|T1113|T1133|T1140|T1190|T1222.002|T1505.003|T1518.001|T1546|T1552.004|T1555|T1555.003|T1560.001|T1562.001|T1564.013|T1570|T1571|T1573|T1573.001|T1573.002|T1583.003|T1584.003|T1584.004|T1584.005|T1584.008|T1587.001|T1587.004|T1588.002|T1588.006|T1589|T1589.002|T1590|T1590.004|T1590.006|T1591.004|T1592|T1593|T1594|T1596.005|T1654|T1680,** `apt` `unc3886` `volt-typhoon` `china` `espionage` `telecommunications` `singapore` `zero-day`;unc3886-(volt-typhoon)-—-singapore-telecommunications-espionage-campaign,unc3886-volt-typhoon-singapore-telecom-feb2026,
cve,CVE-2022-41328,UNC3886 (Volt Typhoon) — Singapore Telecommunications Espionage Campaign,apt,medium,medium,2026-03-13,2026-03-13,T1003.001|T1003.003|T1005|T1006|T1012|T1016|T1018|T1021.001|T1027.002|T1036|T1046|T1047|T1053.005|T1055.009|T1056.001|T1057|T1059.001|T1059.003|T1059.004|T1068|T1069.002|T1070.001|T1070.004|T1070.007|T1071.001|T1074|T1078.002|T1082|T1083|T1087.001|T1087.002|T1090|T1090.001|T1090.003|T1095|T1105|T1112|T1113|T1133|T1140|T1190|T1222.002|T1505.003|T1518.001|T1546|T1552.004|T1555|T1555.003|T1560.001|T1562.001|T1564.013|T1570|T1571|T1573|T1573.001|T1573.002|T1583.003|T1584.003|T1584.004|T1584.005|T1584.008|T1587.001|T1587.004|T1588.002|T1588.006|T1589|T1589.002|T1590|T1590.004|T1590.006|T1591.004|T1592|T1593|T1594|T1596.005|T1654|T1680,** `apt` `unc3886` `volt-typhoon` `china` `espionage` `telecommunications` `singapore` `zero-day`;unc3886-(volt-typhoon)-—-singapore-telecommunications-espionage-campaign,unc3886-volt-typhoon-singapore-telecom-feb2026,
cve,CVE-2022-42475,UNC3886 (Volt Typhoon) — Singapore Telecommunications Espionage Campaign,apt,medium,medium,2026-03-13,2026-03-13,T1003.001|T1003.003|T1005|T1006|T1012|T1016|T1018|T1021.001|T1027.002|T1036|T1046|T1047|T1053.005|T1055.009|T1056.001|T1057|T1059.001|T1059.003|T1059.004|T1068|T1069.002|T1070.001|T1070.004|T1070.007|T1071.001|T1074|T1078.002|T1082|T1083|T1087.001|T1087.002|T1090|T1090.001|T1090.003|T1095|T1105|T1112|T1113|T1133|T1140|T1190|T1222.002|T1505.003|T1518.001|T1546|T1552.004|T1555|T1555.003|T1560.001|T1562.001|T1564.013|T1570|T1571|T1573|T1573.001|T1573.002|T1583.003|T1584.003|T1584.004|T1584.005|T1584.008|T1587.001|T1587.004|T1588.002|T1588.006|T1589|T1589.002|T1590|T1590.004|T1590.006|T1591.004|T1592|T1593|T1594|T1596.005|T1654|T1680,** `apt` `unc3886` `volt-typhoon` `china` `espionage` `telecommunications` `singapore` `zero-day`;unc3886-(volt-typhoon)-—-singapore-telecommunications-espionage-campaign,unc3886-volt-typhoon-singapore-telecom-feb2026,
cve,CVE-2023-20867,UNC3886 (Volt Typhoon) — Singapore Telecommunications Espionage Campaign,apt,medium,medium,2026-03-13,2026-03-13,T1003.001|T1003.003|T1005|T1006|T1012|T1016|T1018|T1021.001|T1027.002|T1036|T1046|T1047|T1053.005|T1055.009|T1056.001|T1057|T1059.001|T1059.003|T1059.004|T1068|T1069.002|T1070.001|T1070.004|T1070.007|T1071.001|T1074|T1078.002|T1082|T1083|T1087.001|T1087.002|T1090|T1090.001|T1090.003|T1095|T1105|T1112|T1113|T1133|T1140|T1190|T1222.002|T1505.003|T1518.001|T1546|T1552.004|T1555|T1555.003|T1560.001|T1562.001|T1564.013|T1570|T1571|T1573|T1573.001|T1573.002|T1583.003|T1584.003|T1584.004|T1584.005|T1584.008|T1587.001|T1587.004|T1588.002|T1588.006|T1589|T1589.002|T1590|T1590.004|T1590.006|T1591.004|T1592|T1593|T1594|T1596.005|T1654|T1680,** `apt` `unc3886` `volt-typhoon` `china` `espionage` `telecommunications` `singapore` `zero-day`;unc3886-(volt-typhoon)-—-singapore-telecommunications-espionage-campaign,unc3886-volt-typhoon-singapore-telecom-feb2026,
filename,oeeyscan.exe,UNC3886 (Volt Typhoon) — Singapore Telecommunications Espionage Campaign,apt,medium,medium,2026-03-13,2026-03-13,T1003.001|T1003.003|T1005|T1006|T1012|T1016|T1018|T1021.001|T1027.002|T1036|T1046|T1047|T1053.005|T1055.009|T1056.001|T1057|T1059.001|T1059.003|T1059.004|T1068|T1069.002|T1070.001|T1070.004|T1070.007|T1071.001|T1074|T1078.002|T1082|T1083|T1087.001|T1087.002|T1090|T1090.001|T1090.003|T1095|T1105|T1112|T1113|T1133|T1140|T1190|T1222.002|T1505.003|T1518.001|T1546|T1552.004|T1555|T1555.003|T1560.001|T1562.001|T1564.013|T1570|T1571|T1573|T1573.001|T1573.002|T1583.003|T1584.003|T1584.004|T1584.005|T1584.008|T1587.001|T1587.004|T1588.002|T1588.006|T1589|T1589.002|T1590|T1590.004|T1590.006|T1591.004|T1592|T1593|T1594|T1596.005|T1654|T1680,** `apt` `unc3886` `volt-typhoon` `china` `espionage` `telecommunications` `singapore` `zero-day`;unc3886-(volt-typhoon)-—-singapore-telecommunications-espionage-campaign,unc3886-volt-typhoon-singapore-telecom-feb2026,
filename,systemhelper.exe,UNC3886 (Volt Typhoon) — Singapore Telecommunications Espionage Campaign,apt,medium,medium,2026-03-13,2026-03-13,T1003.001|T1003.003|T1005|T1006|T1012|T1016|T1018|T1021.001|T1027.002|T1036|T1046|T1047|T1053.005|T1055.009|T1056.001|T1057|T1059.001|T1059.003|T1059.004|T1068|T1069.002|T1070.001|T1070.004|T1070.007|T1071.001|T1074|T1078.002|T1082|T1083|T1087.001|T1087.002|T1090|T1090.001|T1090.003|T1095|T1105|T1112|T1113|T1133|T1140|T1190|T1222.002|T1505.003|T1518.001|T1546|T1552.004|T1555|T1555.003|T1560.001|T1562.001|T1564.013|T1570|T1571|T1573|T1573.001|T1573.002|T1583.003|T1584.003|T1584.004|T1584.005|T1584.008|T1587.001|T1587.004|T1588.002|T1588.006|T1589|T1589.002|T1590|T1590.004|T1590.006|T1591.004|T1592|T1593|T1594|T1596.005|T1654|T1680,** `apt` `unc3886` `volt-typhoon` `china` `espionage` `telecommunications` `singapore` `zero-day`;unc3886-(volt-typhoon)-—-singapore-telecommunications-espionage-campaign,unc3886-volt-typhoon-singapore-telecom-feb2026,
filename,entohyal_spaulder.exe,UNC3886 (Volt Typhoon) — Singapore Telecommunications Espionage Campaign,apt,medium,medium,2026-03-13,2026-03-13,T1003.001|T1003.003|T1005|T1006|T1012|T1016|T1018|T1021.001|T1027.002|T1036|T1046|T1047|T1053.005|T1055.009|T1056.001|T1057|T1059.001|T1059.003|T1059.004|T1068|T1069.002|T1070.001|T1070.004|T1070.007|T1071.001|T1074|T1078.002|T1082|T1083|T1087.001|T1087.002|T1090|T1090.001|T1090.003|T1095|T1105|T1112|T1113|T1133|T1140|T1190|T1222.002|T1505.003|T1518.001|T1546|T1552.004|T1555|T1555.003|T1560.001|T1562.001|T1564.013|T1570|T1571|T1573|T1573.001|T1573.002|T1583.003|T1584.003|T1584.004|T1584.005|T1584.008|T1587.001|T1587.004|T1588.002|T1588.006|T1589|T1589.002|T1590|T1590.004|T1590.006|T1591.004|T1592|T1593|T1594|T1596.005|T1654|T1680,** `apt` `unc3886` `volt-typhoon` `china` `espionage` `telecommunications` `singapore` `zero-day`;unc3886-(volt-typhoon)-—-singapore-telecommunications-espionage-campaign,unc3886-volt-typhoon-singapore-telecom-feb2026,
